pop,sample,super_pop,gender,population_name
ACB,HG01958,AFR,female,african_caribbean
ACB,HG02337,AFR,female,african_caribbean
ACB,HG02053,AFR,male,african_caribbean
ACB,HG02051,AFR,male,african_caribbean
ACB,HG01889,AFR,female,african_caribbean
ACB,HG01890,AFR,male,african_caribbean
ACB,HG02095,AFR,female,african_caribbean
ACB,HG02484,AFR,male,african_caribbean
ACB,HG02283,AFR,male,african_caribbean
ACB,HG01896,AFR,female,african_caribbean
ACB,HG01912,AFR,male,african_caribbean
ACB,HG02497,AFR,female,african_caribbean
ACB,HG02307,AFR,male,african_caribbean
ACB,HG01886,AFR,female,african_caribbean
ACB,HG02489,AFR,male,african_caribbean
ACB,HG02445,AFR,male,african_caribbean
ACB,HG02470,AFR,male,african_caribbean
ACB,HG01883,AFR,female,african_caribbean
ACB,HG02577,AFR,female,african_caribbean
ACB,HG02481,AFR,male,african_caribbean
ACB,HG02108,AFR,female,african_caribbean
ACB,HG02309,AFR,female,african_caribbean
ACB,HG02442,AFR,male,african_caribbean
ACB,HG02496,AFR,male,african_caribbean
ACB,HG02308,AFR,female,african_caribbean
ACB,HG01882,AFR,male,african_caribbean
ACB,HG01885,AFR,male,african_caribbean
ACB,HG01880,AFR,female,african_caribbean
ACB,HG02485,AFR,female,african_caribbean
ACB,HG01879,AFR,male,african_caribbean
ASW,NA19625,AFR,female,african_american_sw
ASW,NA20359,AFR,female,african_american_sw
ASW,NA20362,AFR,male,african_american_sw
ASW,NA20412,AFR,female,african_american_sw
ASW,NA19916,AFR,male,african_american_sw
ASW,NA19917,AFR,female,african_american_sw
ASW,NA19920,AFR,male,african_american_sw
ASW,NA19921,AFR,female,african_american_sw
ASW,NA19922,AFR,male,african_american_sw
ASW,NA19923,AFR,female,african_american_sw
ASW,NA19982,AFR,male,african_american_sw
ASW,NA19984,AFR,male,african_american_sw
ASW,NA20126,AFR,male,african_american_sw
ASW,NA20127,AFR,female,african_american_sw
ASW,NA20274,AFR,female,african_american_sw
ASW,NA20276,AFR,female,african_american_sw
ASW,NA20278,AFR,male,african_american_sw
ASW,NA20281,AFR,male,african_american_sw
ASW,NA20282,AFR,female,african_american_sw
ASW,NA20287,AFR,female,african_american_sw
ASW,NA19700,AFR,male,african_american_sw
ASW,NA19701,AFR,female,african_american_sw
ASW,NA19703,AFR,male,african_american_sw
ASW,NA19704,AFR,female,african_american_sw
ASW,NA19707,AFR,female,african_american_sw
ASW,NA19711,AFR,male,african_american_sw
ASW,NA19712,AFR,female,african_american_sw
ASW,NA19713,AFR,female,african_american_sw
ASW,NA20318,AFR,male,african_american_sw
ASW,NA20320,AFR,female,african_american_sw
ASW,NA20321,AFR,female,african_american_sw
ASW,NA20332,AFR,female,african_american_sw
ASW,NA20334,AFR,female,african_american_sw
ASW,NA19818,AFR,male,african_american_sw
ASW,NA19819,AFR,female,african_american_sw
ASW,NA19834,AFR,male,african_american_sw
ASW,NA19835,AFR,female,african_american_sw
ASW,NA19900,AFR,male,african_american_sw
ASW,NA19901,AFR,female,african_american_sw
ASW,NA19904,AFR,male,african_american_sw
ASW,NA19908,AFR,male,african_american_sw
ASW,NA19909,AFR,female,african_american_sw
ASW,NA19913,AFR,female,african_american_sw
ASW,NA19914,AFR,female,african_american_sw
ASW,NA20291,AFR,male,african_american_sw
ASW,NA20294,AFR,female,african_american_sw
ASW,NA20296,AFR,female,african_american_sw
ASW,NA20289,AFR,female,african_american_sw
ASW,NA20299,AFR,female,african_american_sw
ASW,NA20314,AFR,female,african_american_sw
ASW,NA20317,AFR,female,african_american_sw
ASW,NA20298,AFR,male,african_american_sw
ASW,NA20339,AFR,female,african_american_sw
ASW,NA20340,AFR,male,african_american_sw
ASW,NA20342,AFR,male,african_american_sw
ASW,NA20357,AFR,female,african_american_sw
ASW,NA20348,AFR,male,african_american_sw
ASW,NA20351,AFR,male,african_american_sw
ASW,NA20355,AFR,female,african_american_sw
ASW,NA20346,AFR,male,african_american_sw
ASW,NA20356,AFR,male,african_american_sw
BEB,HG03934,SAS,female,bengali
BEB,HG03809,SAS,male,bengali
BEB,HG03007,SAS,female,bengali
BEB,HG03808,SAS,female,bengali
BEB,HG03616,SAS,female,bengali
BEB,HG03006,SAS,male,bengali
BEB,HG03009,SAS,male,bengali
BEB,HG03812,SAS,male,bengali
BEB,HG03802,SAS,female,bengali
BEB,HG03814,SAS,female,bengali
BEB,HG03805,SAS,female,bengali
BEB,HG03615,SAS,male,bengali
BEB,HG03928,SAS,female,bengali
BEB,HG03803,SAS,male,bengali
BEB,HG04141,SAS,female,bengali
BEB,HG03926,SAS,male,bengali
BEB,HG03012,SAS,male,bengali
BEB,HG03931,SAS,female,bengali
BEB,HG04159,SAS,female,bengali
BEB,HG03585,SAS,male,bengali
BEB,HG04162,SAS,female,bengali
BEB,HG03800,SAS,male,bengali
BEB,HG04171,SAS,female,bengali
BEB,HG03925,SAS,female,bengali
BEB,HG03937,SAS,female,bengali
BEB,HG04164,SAS,male,bengali
BEB,HG03593,SAS,male,bengali
BEB,HG04173,SAS,male,bengali
BEB,HG03595,SAS,female,bengali
BEB,HG03589,SAS,female,bengali
BEB,HG03598,SAS,female,bengali
BEB,HG03600,SAS,male,bengali
